Player 1,Player 2,Player 1 Ranking,Player 2 Ranking,Player 1 Age,Player 2 Age,Player 1 Points,Player 2 Points,Round,Tournament,Surface,Match Length,Date,Probability Player 1 Wins
Milos Raonic,Adrian Mannarino,19,38,29,32,"1,995","1,271",Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Cristian Garin,Borna Coric,21,26,24,23,"1,900","1,670",Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Grigor Dimitrov,Gianluca Mager,22,85,29,25,"1,885",713,Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Filip Krajinovic,Felix Auger-Aliassime,29,20,28,20,"1,583","1,976",Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Tennys Sandgren,Salvatore Caruso,49,87,29,27,"1,013",703,Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Kyle Edmund,Marco Cecchinato,45,113,25,27,"1,085",526,Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Marin Cilic,Alexander Bublik,40,56,31,23,"1,225",965,Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Jan-Lennard Struff,Federico Coria,30,104,30,28,"1,450",607,Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Ugo Humbert,Kevin Anderson,42,119,22,34,"1,146",500,Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Hubert Hurkacz,Daniel Evans,31,33,23,30,"1,398","1,384",Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Dominik Koepfer,Alex de Minaur,97,27,26,21,652,"1,665",Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Dusan Lajovic,Alejandro Davidovich Fokina,25,70,30,21,"1,695",801,Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Pedro Martinez,Sam Querrey,109,46,23,32,548,"1,045",Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Joao Sousa,John Millman,74,43,31,31,776,"1,131",Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Albert Ramos-Vinolas,Kei Nishikori,44,35,32,30,"1,130","1,345",Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Miomir Kecmanovic,Yoshihito Nishioka,39,50,21,24,"1,258","1,007",Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Benoit Paire,Jannik Sinner,24,81,31,19,"1,738",743,Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Lorenzo Sonego,Nikoloz Basilashvili,47,32,25,28,"1,030","1,395",Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Taylor Fritz,Stefano Travaglia,28,84,22,28,"1,625",719,Round of 64,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Tennys Sandgren,Joao Sousa,49,74,29,31,"1,013",776,3rd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Mikael Ymer,Facundo Bagnis,77,135,22,30,759,426,3rd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Alejandro Davidovich Fokina,Corentin Moutet,70,69,21,21,801,802,3rd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Jozef Kovalik,Marco Cecchinato,124,113,27,27,470,526,3rd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Federico Coria,Damir Dzumhur,104,114,28,28,607,524,3rd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Dominik Koepfer,Mikhail Kukushkin,97,86,26,32,652,706,3rd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Andrej Martin,Pedro Martinez,102,109,30,23,641,548,3rd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Giulio Zeppieri,Lorenzo Musetti,345,249,18,18,114,207,3rd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Alexei Popyrin,Tennys Sandgren,107,49,21,29,576,"1,013",2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Dominik Koepfer,Gilles Simon,97,54,26,35,652,970,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Aljaz Bedene,Jozef Kovalik,55,124,31,27,965,470,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Andrej Martin,Jeremy Chardy,102,63,30,33,641,860,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Joao Sousa,Ilya Ivashka,74,137,31,26,776,421,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Marc Polmans,Mikael Ymer,122,77,23,22,482,759,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Corentin Moutet,Roberto Marcora,69,170,21,31,802,331,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Facundo Bagnis,James Duckworth,135,89,30,28,426,699,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Marco Cecchinato,Bradley Klahn,113,133,27,30,526,436,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Federico Coria,Steven Diez,104,177,28,29,607,320,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Yuichi Sugita,Alejandro Davidovich Fokina,94,70,31,21,684,801,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Damir Dzumhur,Tommy Robredo,114,223,28,38,524,239,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Taro Daniel,Mikhail Kukushkin,117,86,27,32,511,706,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Pedro Martinez,Matteo Viola,109,226,23,33,548,228,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Lorenzo Musetti,Leonardo Mayer,249,123,18,33,207,474,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Hugo Dellien,Giulio Zeppieri,103,345,27,18,638,114,2nd Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Fernando Verdasco,Damir Dzumhur,58,114,36,28,945,524,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Facundo Bagnis,Tommy Paul,135,59,30,23,426,894,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Michael Venus,Jeremy Chardy,,63,,33,,860,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Alejandro Davidovich Fokina,Juan Ignacio Londero,70,67,21,27,801,832,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Luciano Darderi,Joao Sousa,981,74,18,31,10,776,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Radu Albot,Steven Diez,76,177,30,29,772,320,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Mikael Ymer,Marcos Giron,77,93,22,27,759,684,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Egor Gerasimov,Marco Cecchinato,80,113,27,27,750,526,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Soonwoo Kwon,Matteo Viola,79,226,22,33,752,228,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Cameron Norrie,Giulio Zeppieri,68,345,25,18,807,114,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Roberto Carballes Baena,Corentin Moutet,99,69,27,21,649,802,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Thiago Monteiro,Taro Daniel,88,117,26,27,700,511,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Federico Coria,Paolo Lorenzi,104,129,28,38,607,447,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Hugo Dellien,Alessandro Giannessi,103,169,27,30,638,334,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Yasutaka Uchiyama,James Duckworth,92,89,28,28,685,699,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Matteo Gigante,Ilya Ivashka,868,137,18,26,15,421,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Bradley Klahn,Andreas Seppi,133,96,30,36,436,671,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Flavio Cobolli,Dominik Koepfer,932,97,18,26,12,652,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Jozef Kovalik,Evgeny Donskoy,124,118,27,30,470,505,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Mikhail Kukushkin,Elias Ymer,86,185,32,24,706,299,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Filip Horansky,Roberto Marcora,174,170,27,31,327,331,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Daniel Elahi Galan,Andrej Martin,151,102,24,30,379,641,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Francesco Forti,Pedro Martinez,433,109,21,23,81,548,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Jacopo Berrettini,Leonardo Mayer,470,123,21,33,69,474,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Bernabe Zapata Miralles,Lorenzo Musetti,144,249,23,18,392,207,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Marc Polmans,Ernests Gulbis,122,162,23,32,482,351,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Alexei Popyrin,Luke Saville,107,357,21,26,576,110,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,1
Gian Marco Moroni,Tommy Robredo,219,223,22,38,245,239,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Lloyd Harris,Yuichi Sugita,95,94,23,31,676,684,1st Round Qualifying,ATP Masters 1000 Rome,Clay,BO3,14/09/2020,0
Andrey Rublev,Stefanos Tsitsipas,14,6,22,22,"2,414","5,175",Finals,Hamburg,Clay,BO3,21/09/2020,1
Stefanos Tsitsipas,Cristian Garin,6,22,22,24,"5,175","1,910",Semi-Finals,Hamburg,Clay,BO3,21/09/2020,1
Andrey Rublev,Casper Ruud,14,30,22,21,"2,414","1,604",Semi-Finals,Hamburg,Clay,BO3,21/09/2020,1
Dusan Lajovic,Stefanos Tsitsipas,24,6,30,22,"1,740","5,175",Quarter-Finals,Hamburg,Clay,BO3,21/09/2020,0
Roberto Bautista Agut,Andrey Rublev,11,14,32,22,"2,620","2,414",Quarter-Finals,Hamburg,Clay,BO3,21/09/2020,0
Alexander Bublik,Cristian Garin,56,22,23,24,965,"1,910",Quarter-Finals,Hamburg,Clay,BO3,21/09/2020,0
Casper Ruud,Ugo Humbert,30,41,21,22,"1,604","1,216",Quarter-Finals,Hamburg,Clay,BO3,21/09/2020,1
Pablo Cuevas,Stefanos Tsitsipas,63,6,34,22,862,"5,175",Round of 16,Hamburg,Clay,BO3,21/09/2020,0
Roberto Bautista Agut,Dominik Koepfer,11,66,32,26,"2,620",849,Round of 16,Hamburg,Clay,BO3,21/09/2020,1
Andrey Rublev,Tommy Paul,14,59,22,23,"2,414",894,Round of 16,Hamburg,Clay,BO3,21/09/2020,1
Fabio Fognini,Casper Ruud,15,30,33,21,"2,400","1,604",Round of 16,Hamburg,Clay,BO3,21/09/2020,0
Karen Khachanov,Dusan Lajovic,16,24,24,30,"2,200","1,740",Round of 16,Hamburg,Clay,BO3,21/09/2020,0
Felix Auger-Aliassime,Alexander Bublik,21,56,20,23,"1,976",965,Round of 16,Hamburg,Clay,BO3,21/09/2020,0
Cristian Garin,Yannick Hanfmann,22,103,24,28,"1,910",642,Round of 16,Hamburg,Clay,BO3,21/09/2020,1
Jiri Vesely,Ugo Humbert,75,41,27,22,785,"1,216",Round of 16,Hamburg,Clay,BO3,21/09/2020,0
Daniil Medvedev,Ugo Humbert,5,41,24,22,"5,890","1,216",Round of 32,Hamburg,Clay,BO3,21/09/2020,0
Daniel Evans,Stefanos Tsitsipas,34,6,30,22,"1,384","5,175",Round of 32,Hamburg,Clay,BO3,21/09/2020,0
Yannick Hanfmann,Gael Monfils,103,9,28,34,642,"2,860",Round of 32,Hamburg,Clay,BO3,21/09/2020,1
Roberto Bautista Agut,Nikoloz Basilashvili,11,33,32,28,"2,620","1,395",Round of 32,Hamburg,Clay,BO3,21/09/2020,1
Tennys Sandgren,Andrey Rublev,48,14,29,22,"1,048","2,414",Round of 32,Hamburg,Clay,BO3,21/09/2020,0
Fabio Fognini,Philipp Kohlschreiber,15,85,33,36,"2,400",729,Round of 32,Hamburg,Clay,BO3,21/09/2020,1
Karen Khachanov,Jan-Lennard Struff,16,32,24,30,"2,200","1,450",Round of 32,Hamburg,Clay,BO3,21/09/2020,1
Felix Auger-Aliassime,Lorenzo Sonego,21,46,20,25,"1,976","1,075",Round of 32,Hamburg,Clay,BO3,21/09/2020,1
Albert Ramos-Vinolas,Alexander Bublik,44,56,32,23,"1,130",965,Round of 32,Hamburg,Clay,BO3,21/09/2020,0
Taylor Fritz,Pablo Cuevas,29,63,22,34,"1,625",862,Round of 32,Hamburg,Clay,BO3,21/09/2020,0
Cristian Garin,Kei Nishikori,22,35,24,30,"1,910","1,345",Round of 32,Hamburg,Clay,BO3,21/09/2020,1
Yoshihito Nishioka,Dominik Koepfer,51,66,24,26,"1,017",849,Round of 32,Hamburg,Clay,BO3,21/09/2020,0
Dusan Lajovic,Adrian Mannarino,24,38,30,32,"1,740","1,271",Round of 32,Hamburg,Clay,BO3,21/09/2020,1
Kevin Anderson,Tommy Paul,118,59,34,23,510,894,Round of 32,Hamburg,Clay,BO3,21/09/2020,0
Benoit Paire,Casper Ruud,25,30,31,21,"1,738","1,604",Round of 32,Hamburg,Clay,BO3,21/09/2020,0
Gilles Simon,Jiri Vesely,53,75,35,27,"1,005",785,Round of 32,Hamburg,Clay,BO3,21/09/2020,0
Radu Albot,Tennys Sandgren,79,48,30,29,772,"1,048",2nd Round Qualifying,Hamburg,Clay,BO3,21/09/2020,0
Gilles Simon,Pablo Cuevas,53,63,35,34,"1,005",862,2nd Round Qualifying,Hamburg,Clay,BO3,21/09/2020,0
Tommy Paul,Alexander Bublik,59,56,23,23,894,965,2nd Round Qualifying,Hamburg,Clay,BO3,21/09/2020,1
Lenny Hampel,Jiri Vesely,711,75,23,27,27,785,2nd Round Qualifying,Hamburg,Clay,BO3,21/09/2020,0
Mikael Ymer,Tennys Sandgren,80,48,22,29,763,"1,048",1st Round Qualifying,Hamburg,Clay,BO3,21/09/2020,0
Mats Rosenkranz,Gilles Simon,638,53,22,35,35,"1,005",1st Round Qualifying,Hamburg,Clay,BO3,21/09/2020,0
Alexander Bublik,Mats Moraing,56,229,23,28,965,222,1st Round Qualifying,Hamburg,Clay,BO3,21/09/2020,1
Joao Sousa,Tommy Paul,77,59,31,23,776,894,1st Round Qualifying,Hamburg,Clay,BO3,21/09/2020,0
Pablo Cuevas,Kevin Krawietz,63,631,34,28,862,35,1st Round Qualifying,Hamburg,Clay,BO3,21/09/2020,1
Radu Albot,Juan Ignacio Londero,79,68,30,27,772,832,1st Round Qualifying,Hamburg,Clay,BO3,21/09/2020,1
Jiri Vesely,Milan Welte,75,921,27,19,785,13,1st Round Qualifying,Hamburg,Clay,BO3,21/09/2020,1
Marvin Moeller,Lenny Hampel,1616T,711,21,23,1,27,1st Round Qualifying,Hamburg,Clay,BO3,21/09/2020,0
Rafael Nadal,Novak Djokovic,2,1,34,33,"9,850","11,260",Finals,Roland Garros,Clay,BO5,27/09/2020,1
Stefanos Tsitsipas,Novak Djokovic,6,1,22,33,"5,175","11,260",Semi-Finals,Roland Garros,Clay,BO5,27/09/2020,0
Diego Schwartzman,Rafael Nadal,13,2,28,34,"2,505","9,850",Semi-Finals,Roland Garros,Clay,BO5,27/09/2020,0
Novak Djokovic,Pablo Carreno Busta,1,18,33,29,"11,260","2,130",Quarter-Finals,Roland Garros,Clay,BO5,27/09/2020,1
Rafael Nadal,Jannik Sinner,2,74,34,19,"9,850",788,Quarter-Finals,Roland Garros,Clay,BO5,27/09/2020,1
Dominic Thiem,Diego Schwartzman,3,13,27,28,"9,125","2,505",Quarter-Finals,Roland Garros,Clay,BO5,27/09/2020,0
Andrey Rublev,Stefanos Tsitsipas,14,6,22,22,"2,414","5,175",Quarter-Finals,Roland Garros,Clay,BO5,27/09/2020,0
Novak Djokovic,Karen Khachanov,1,16,33,24,"11,260","2,200",Round of 16,Roland Garros,Clay,BO5,27/09/2020,1
Sebastian Korda,Rafael Nadal,212,2,20,34,252,"9,850",Round of 16,Roland Garros,Clay,BO5,27/09/2020,0
Hugo Gaston,Dominic Thiem,239,3,19,27,215,"9,125",Round of 16,Roland Garros,Clay,BO5,27/09/2020,0
Grigor Dimitrov,Stefanos Tsitsipas,19,6,29,22,"2,055","5,175",Round of 16,Roland Garros,Clay,BO5,27/09/2020,0
Jannik Sinner,Alexander Zverev,74,7,19,23,788,"4,650",Round of 16,Roland Garros,Clay,BO5,27/09/2020,1
Lorenzo Sonego,Diego Schwartzman,46,13,25,28,"1,075","2,505",Round of 16,Roland Garros,Clay,BO5,27/09/2020,0
Andrey Rublev,Marton Fucsovics,14,61,22,28,"2,414",877,Round of 16,Roland Garros,Clay,BO5,27/09/2020,1
Pablo Carreno Busta,Daniel Altmaier,18,185,29,22,"2,130",302,Round of 16,Roland Garros,Clay,BO5,27/09/2020,1
Novak Djokovic,Daniel Elahi Galan,1,152,33,24,"11,260",379,Round of 32,Roland Garros,Clay,BO5,27/09/2020,1
Stefano Travaglia,Rafael Nadal,73,2,28,34,794,"9,850",Round of 32,Roland Garros,Clay,BO5,27/09/2020,0
Dominic Thiem,Casper Ruud,3,30,27,21,"9,125","1,604",Round of 32,Roland Garros,Clay,BO5,27/09/2020,1
Stefanos Tsitsipas,Aljaz Bedene,6,55,22,31,"5,175",965,Round of 32,Roland Garros,Clay,BO5,27/09/2020,1
Marco Cecchinato,Alexander Zverev,110,7,27,23,551,"4,650",Round of 32,Roland Garros,Clay,BO5,27/09/2020,0
Daniel Altmaier,Matteo Berrettini,185,8,22,24,302,"3,030",Round of 32,Roland Garros,Clay,BO5,27/09/2020,1
Roberto Bautista Agut,Pablo Carreno Busta,11,18,32,29,"2,620","2,130",Round of 32,Roland Garros,Clay,BO5,27/09/2020,0
Diego Schwartzman,Norbert Gombos,13,106,28,30,"2,505",587,Round of 32,Roland Garros,Clay,BO5,27/09/2020,1
Andrey Rublev,Kevin Anderson,14,118,22,34,"2,414",510,Round of 32,Roland Garros,Clay,BO5,27/09/2020,1
Karen Khachanov,Cristian Garin,16,22,24,24,"2,200","1,910",Round of 32,Roland Garros,Clay,BO5,27/09/2020,1
Stan Wawrinka,Hugo Gaston,17,239,35,19,"2,185",215,Round of 32,Roland Garros,Clay,BO5,27/09/2020,0
Roberto Carballes Baena,Grigor Dimitrov,100,19,27,29,649,"2,055",Round of 32,Roland Garros,Clay,BO5,27/09/2020,0
Lorenzo Sonego,Taylor Fritz,46,29,25,22,"1,075","1,625",Round of 32,Roland Garros,Clay,BO5,27/09/2020,1
Thiago Monteiro,Marton Fucsovics,89,61,26,28,700,877,Round of 32,Roland Garros,Clay,BO5,27/09/2020,0
Pedro Martinez,Sebastian Korda,105,212,23,20,610,252,Round of 32,Roland Garros,Clay,BO5,27/09/2020,0
Federico Coria,Jannik Sinner,98,74,28,19,670,788,Round of 32,Roland Garros,Clay,BO5,27/09/2020,0
Novak Djokovic,Ricardas Berankis,1,65,33,30,"11,260",854,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Rafael Nadal,Mackenzie McDonald,2,236,34,25,"9,850",217,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Dominic Thiem,Jack Sock,3,303,27,27,"9,125",140,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Stefanos Tsitsipas,Pablo Cuevas,6,63,22,34,"5,175",862,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Alexander Zverev,Pierre-Hugues Herbert,7,78,23,29,"4,650",775,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Matteo Berrettini,Lloyd Harris,8,96,24,23,"3,030",676,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Roberto Carballes Baena,Denis Shapovalov,100,10,27,21,649,"2,660",Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Roberto Bautista Agut,Attila Balazs,11,86,32,31,"2,620",722,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Diego Schwartzman,Lorenzo Giustino,13,156,28,29,"2,505",363,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Alejandro Davidovich Fokina,Andrey Rublev,69,14,21,22,829,"2,414",Round of 64,Roland Garros,Clay,BO5,27/09/2020,0
Jiri Vesely,Karen Khachanov,75,16,27,24,785,"2,200",Round of 64,Roland Garros,Clay,BO5,27/09/2020,0
Stan Wawrinka,Dominik Koepfer,17,66,35,26,"2,185",849,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Pablo Carreno Busta,Guido Pella,18,37,29,30,"2,130","1,310",Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Andrej Martin,Grigor Dimitrov,101,19,31,29,649,"2,055",Round of 64,Roland Garros,Clay,BO5,27/09/2020,0
Cristian Garin,Marc Polmans,22,122,24,23,"1,910",485,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Sebastian Korda,John Isner,212,23,20,35,252,"1,805",Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Kevin Anderson,Dusan Lajovic,118,24,34,30,510,"1,740",Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Benoit Paire,Federico Coria,25,98,31,28,"1,738",670,Round of 64,Roland Garros,Clay,BO5,27/09/2020,0
Radu Albot,Taylor Fritz,79,29,30,22,772,"1,625",Round of 64,Roland Garros,Clay,BO5,27/09/2020,0
Tommy Paul,Casper Ruud,59,30,23,21,894,"1,604",Round of 64,Roland Garros,Clay,BO5,27/09/2020,0
Jan-Lennard Struff,Daniel Altmaier,32,185,30,22,"1,450",302,Round of 64,Roland Garros,Clay,BO5,27/09/2020,0
Aljaz Bedene,Nikola Milojevic,55,143,31,25,965,392,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Marco Cecchinato,Juan Ignacio Londero,110,68,27,27,551,832,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Albert Ramos-Vinolas,Marton Fucsovics,44,61,32,28,"1,130",877,Round of 64,Roland Garros,Clay,BO5,27/09/2020,0
Daniel Elahi Galan,Tennys Sandgren,152,48,24,29,379,"1,048",Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Hugo Gaston,Yoshihito Nishioka,239,51,19,24,215,"1,017",Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Jurij Rodionov,Norbert Gombos,169,106,21,30,338,587,Round of 64,Roland Garros,Clay,BO5,27/09/2020,0
Pedro Martinez,Mikhail Kukushkin,105,87,23,32,610,716,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Thiago Monteiro,Marcos Giron,89,95,26,27,700,684,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Jannik Sinner,Benjamin Bonzi,74,226,19,24,788,239,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Lorenzo Sonego,Alexander Bublik,46,56,25,23,"1,075",965,Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Stefano Travaglia,Kei Nishikori,73,35,28,30,794,"1,345",Round of 64,Roland Garros,Clay,BO5,27/09/2020,1
Novak Djokovic,Mikael Ymer,1,80,33,22,"11,260",763,Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Rafael Nadal,Egor Gerasimov,2,83,34,27,"9,850",750,Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Dominic Thiem,Marin Cilic,3,39,27,31,"9,125","1,270",Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Daniil Medvedev,Marton Fucsovics,5,61,24,28,"5,890",877,Round of 128,Roland Garros,Clay,BO5,27/09/2020,0
Jaume Munar,Stefanos Tsitsipas,109,6,23,22,563,"5,175",Round of 128,Roland Garros,Clay,BO5,27/09/2020,0
Alexander Zverev,Dennis Novak,7,91,23,27,"4,650",698,Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Matteo Berrettini,Vasek Pospisil,8,76,24,30,"3,030",777,Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Gael Monfils,Alexander Bublik,9,56,34,23,"2,860",965,Round of 128,Roland Garros,Clay,BO5,27/09/2020,0
Denis Shapovalov,Gilles Simon,10,53,21,35,"2,660","1,005",Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Roberto Bautista Agut,Richard Gasquet,11,49,32,34,"2,620","1,030",Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Jannik Sinner,David Goffin,74,12,19,29,788,"2,555",Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Diego Schwartzman,Miomir Kecmanovic,13,40,28,21,"2,505","1,258",Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Andrey Rublev,Sam Querrey,14,47,22,32,"2,414","1,055",Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Mikhail Kukushkin,Fabio Fognini,87,15,32,33,716,"2,400",Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Karen Khachanov,Kamil Majchrzak,16,99,24,24,"2,200",650,Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Andy Murray,Stan Wawrinka,111,17,33,35,547,"2,185",Round of 128,Roland Garros,Clay,BO5,27/09/2020,0
John Millman,Pablo Carreno Busta,43,18,31,29,"1,166","2,130",Round of 128,Roland Garros,Clay,BO5,27/09/2020,0
Gregoire Barrere,Grigor Dimitrov,102,19,26,29,647,"2,055",Round of 128,Roland Garros,Clay,BO5,27/09/2020,0
Felix Auger-Aliassime,Yoshihito Nishioka,21,51,20,24,"1,976","1,017",Round of 128,Roland Garros,Clay,BO5,27/09/2020,0
Philipp Kohlschreiber,Cristian Garin,85,22,36,24,729,"1,910",Round of 128,Roland Garros,Clay,BO5,27/09/2020,0
Elliot Benchetrit,John Isner,216,23,21,35,249,"1,805",Round of 128,Roland Garros,Clay,BO5,27/09/2020,0
Gianluca Mager,Dusan Lajovic,88,24,25,30,713,"1,740",Round of 128,Roland Garros,Clay,BO5,27/09/2020,0
Benoit Paire,Soonwoo Kwon,25,82,31,22,"1,738",752,Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Norbert Gombos,Borna Coric,106,26,30,23,587,"1,670",Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Marco Cecchinato,Alex de Minaur,110,27,27,21,551,"1,665",Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Nikola Milojevic,Filip Krajinovic,143,28,25,28,392,"1,628",Round of 128,Roland Garros,Clay,BO5,27/09/2020,1
Tomas Machac,Taylor Fritz,252,29,19,22,204,"1,625",Round of 128,Roland Garros,Clay,BO5,27/09/2020,0
